sen1	sen2	src	score
난 여기서 불리한 입장에 처했어.	나는 여기서 매우 직접적으로 할 것이다.	main-forum	2
스위스에 대한 장기 체류 비자가 유효하다면, 통과 비자가 필요하지 않을 것이다.	당신은 통과 비자가 필요하지 않지만 취리히에 들어가려면 비자가 필요할 것이다.	main-forum	2
몇 가지 더 생각해 볼 점은	몇 가지 생각해볼 것들은	main-forum	5
이제 너는 모든 대답에 완벽할 필요는 없다.	당신은 알 필요 없어.	main-forum	2
유감스럽게도 우리는 이번 건에서는 운이 다한 것 같다.	나는 이것이 당신이 그저 운이 없는 그런 것들 중 하나라고 생각한다.	main-forum	5
요점은 당신이 원하는 것을 알고 그것을 요구하는 것을 두려워하지 말라는 것이다.	그것은 당신이 무엇을 해야 하고 다른 사람들이 무엇을 하도록 해야 하는지를 결정하는 것이 더 낫다.	main-forum	0
그것은 상황에 따라 다르다.	이것은 기관에 따라 다르다.	main-forum	4
나도 같은 걸 갖고 있어.	나도 같은 문제가 있다.	main-forum	4
나도 같은 걸 갖고 있어.	나는 정확히 같은 문제를 가지고 있다.	main-forum	4
당신은 올바른 길에 있다.	당신이 표본 정의에 대해 맞습니다.	main-forum	0
프라이머/페인트는 효과가 없을 것이다.	아니, 그것은 효과가 없을 것이다.	main-forum	2
당신이 할 수 있는 최선의 일은 당신의 것들을 아는 것이다.	당신이 할 수 있는 최선의 일은 보류된 상태에서 다른 흥미로운 일을 찾는 것이다.	main-forum	2
그것은 또한 맛의 문제이다.	그것은 대부분 맛의 문제이다.	main-forum	5
나는 비슷한 상황에 처해 있었다.	개인적으로 내가 비슷한 상황에 있을 때 나는 그 몇 개의 카드와 선물을 보냈다.	main-forum	2
너도 그것을 사용할 수 있어.	그래, 넌 할 수 있어.	main-forum	3
당신이 여기서 무엇을 얻고 싶은지 결정해야 한다.	당신은 당신에게 어떤 게 효과가 있는지 알아내야 한다.	main-forum	4
그것은 그들이 무엇인지에 달려있다.	그것은 어떻게 사용되느냐에 달려있다.	main-forum	1
나는 너와 같은 문제를 가지고 있었다.	나는 방금 같은 문제를 겪었다.	main-forum	5
만약 당신이 정말로 그것을 원한다면, 당신은 당신을 위해 그 장소를 얻기 위해 기관에 돈을 지불해야 할지도 모른다.	아마도 당신은 여행사에 가서 할 수 있을 것 같지만 비용이 들 것이다.	main-forum	2
네가 모든 걸 알 필요는 없어.	그들은 단지 당신이 그것을 알기를 원하지 않는다.	main-forum	1
또한 여러분의 이야기에서 일관성을 유지하는 것이 유용합니다.	그 이야기를 당신의 한계 범위에 두는 것이 중요하다.	main-forum	2
나는 그것이 단지 습관이라고 생각한다.	나는 그것이 나쁜 생각이라고 생각한다.	main-forum	1
그것은 좋은 생각이 아니야.	아니, 그건 좋은 일이 아니야.	main-forum	4
나는 그것이 나쁜 생각이라고 생각하고 있다.	나는 그것이 나쁜 생각이라고 생각한다.	main-forum	5
그것은 다음에 당신이 무엇을 하고 싶은지, 그리고 당신이 그것을 하고 싶은 곳에 달려 있다.	발을 어디서 어떻게 두고 싶은지 선택하고 해야 한다.	main-forum	1
당신에게 문제가 생겼군요.	이것은 큰 문제이다.	main-forum	4
불행히도 당신의 질문에 대한 답은 우리가 단지 모른다는 것입니다.	대화가 일에 관한 것이 아니라면, 여러분은 자신의 질문에 대한 답이 무엇인지 알고 있습니다.	main-forum	2
불행히도, 이 질문은 그것의 전체적 일반론에서 답할 수 없다.	이것은 일반적으로 대답될 수 없다.	main-forum	4
나는 개인적으로 그 멍청이를 조심할 것이다.	나는 그 바보 같은 멍청이를 보는 것을 추천할 것이다.	main-forum	2
나는 일반적인 대답이 없다고 생각한다.	나는 그것에 하나의 정의가 있다고 생각하지 않는다.	main-forum	4
그것은 좋은 생각이 아니야.	좋은 생각이 아니야.	main-forum	5
당신은 어떤 비자도 필요 없어요.	너는 걱정할 필요 없어.	main-forum	0
당신이 여기서 무엇을 얻고 싶은지 결정해야 한다.	당신이 원하는 모든 정보를 얻기 위해서는 당신은 다양한 블로그를 읽어야 할 것이다.	main-forum	0
나는 너와 같은 문제를 가지고 있었다.	나는 정확히 같은 문제를 가지고 있다.	main-forum	5
"당신의 질문에 대한 나의 대답은 ""아마도 아닐 것이다""입니다."	당신의 질문에 대한 답은 '사실 아니다'입니다.	main-forum	4
네가 해야 해.	너는 절대 그렇게 하면 안 돼.	main-forum	1
나는 너와 같은 문제를 가지고 있었다.	나도 같은 문제를 가지고 있었다.	main-forum	4
이게 당신이 찾고 있는 것이길 바라요.	이게 당신이 찾는 종류의 것인가요?	main-forum	4
고려해야 할 두 가지가 있다.	나는 고려해야 할 두 가지 중요한 것이 있다고 생각한다:	main-forum	5
그것은 너에게 꽤나 달려있다.	그건 너에게 달렸다.	main-forum	5
네가 할 수 있는 몇 가지가 있다.	당신이 고려해야 할 몇 가지가 있습니다	main-forum	4
이것과 이와 유사한 모든 질문에 대한 답은 두 단계로 나뉩니다 :	"두 질문에 대한 답은 ""그렇다""이다."	main-forum	1
양식 점검 없이는 이 질문에 대답할 수 없다.	이것은 당신의 질문에 대한 부분적인 대답이다	main-forum	0
네가 할 수 있는 몇 가지가 있다.	네가 해야 한다고 생각되는 몇 가지가 있다.	main-forum	3
그것은 다음에 당신이 무엇을 하고 싶은지, 그리고 당신이 그것을 하고 싶은 곳에 달려 있다.	그것은 당신이 무엇을 하고 어디로 갈 것인가에 달려 있다.	main-forum	4
몇 가지 가능한 이유들이 있다.	페인트가 주름이 지는 몇 가지 이유가 있다.	main-forum	3
세 가지 선택권이 있다.	세 가지 옵션만 있습니다.	main-forum	5
그러니 이런 식으로 생각해.	이런 식으로 생각해 봐.	main-forum	5
어쩌면 이게 당신에게도 통할 수 있을 것이다.	어쩌면 이것은 당신에게 효과가 있을 수 있다.	main-forum	5
그것은 다음에 당신이 무엇을 하고 싶은지, 그리고 당신이 그것을 하고 싶은 곳에 달려 있다.	그들은 할 수 있지만, 그것을 하는 방법은 당신이 무엇을 이용할 수 있느냐에 달려 있다.	main-forum	1
전자레인지가 당신에게 가장 좋은 선택일 것이다.	당신의 최선의 선택은 연구이다.	main-forum	0
미국에서는, 그것은 학교에 달려있을 것이다.	이것은 대학에 달려있을 것이다.	main-forum	4
그것은 좋은 생각이 아니야.	그것은 단지 좋은 생각이 아니라, 훌륭한 생각이다.	main-forum	1
네가 해야 한다고 생각되는 몇 가지가 있다.	개인적인 차원에서 할 수 있는 몇 가지 최소한적으로 효과가 있는 일들이 있다.	main-forum	4
나도 이런 같은 문제를 겪었어.	나도 같은 상황이었어.	main-forum	3
이것은 좋은 생각이 아니다.	좋은 생각이 아니야.	main-forum	5
나는 이미 받아들여진 답이 있다는 것을 깨달았지만, 나는 내 2센트를 더할 것이라고 생각한다.	나는 이것이 오래된 질문이라는 것을 알지만, 나는 내 2센트를 더해야 한다고 느낀다.	main-forum	5
네, 당신이 제안하는 것을 하지 않는 데는 이유가 있습니다.	네, 그것엔 화학적 차이가 있습니다.	main-forum	0
네, 적어도 한 가지는 알고 있습니다.	내가 알기로는, 시간이 조건이 없는 것으로 알고 있습니다.	main-forum	1
너는 걱정할 필요 없어.	당신은 그것을 양념하기 위해 아무것도 할 필요가 없다.	main-forum	0
그것이 봉인되었는지 아닌지를 당신에게 알려줄 수 있는 테스트는 없다.	당신이 이것을 할 수 없다는 것을 말해주는 코드는 없다.	main-forum	0
그래, 너는 이력서를 만들어야 해.	그래, 너는 너의 교수와 이야기해야 해.	main-forum	0
당신은 전혀 의무감을 느껴서는 안됩니다.	당신은 소스가 전혀 필요하지 않아.	main-forum	0
나도 이런 같은 문제를 겪었어.	나는 전에 이 문제를 겪었다.	main-forum	4
당신은 실험하고 당신이 좋아하는 것을 찾아야 할지도 모른다.	당신은 당신에게 어떤 게 효과가 있는지 알아내야 한다.	main-forum	5
"당신의 질문에 대한 나의 대답은 ""아마도 아닐 것이다""입니다."	이것은 당신의 질문에 대한 부분적인 대답이다	main-forum	1
여기서 깨달아야 할 중요한 것은 사람들이 그들의 일을 하도록 만드는 것이 당신의 일이 아니라는 것이다.	그들이 그 일을 할 자격을 갖춘 사람을 어떻게 찾을지는 당신의 문제가 아니다.	main-forum	1
그 질문에 대한 직접적인 대답이 아니지만 고려해야 할 것이 있다.	당신의 질문에 대한 진짜 대답은 아니지만, 어쩌면 도움이 될지도 모른다.	main-forum	4
이것에 대한 두 가지 가능한 원인들이 있다.	당신에게는 두 가지 선택권이 있습니다	main-forum	1
나는 다른 의견들에 동의한다.	나는 이전의 의견들에 동의한다.	main-forum	5
"두 질문에 대한 답은 ""그렇다""이다."	"이 질문들 중 어느 것에 대한 답이 ""예""라면, 박사 학위는 여러분에게 가치 있는 것일 수 있습니다."	main-forum	3
그것은 오히려 당신이 어느 나라에 있는지에 달려 있다.	그것은 당신이 어느 나라에 있는지에 달려 있다.	main-forum	5
이것은 끔찍한 생각이다.	이것은 나쁜 생각이다.	main-forum	5
실제 보건 전문가들의 증언은 어떨까요?	"또한, 누가 거기에 ""진짜""건강 전문가의 증언이 없다고 말할 것인가?"	main-forum	3
“그러고 나서 선장은 가버렸지.	그때 선장이 돌아왔다.	main-forum	0.8
그 문제는 그것보다 더 간단하다.	문제는 간단하다.	main-forum	3.8
부정적인 정찰 요구 사항	태평양의 요구 사항	main-forum	1
"그래서, 나는 지금 당장, 너에게 질문을 던질 것이다 : ""마크스는 어디 있는가?""?"	"저는 여러분께 질문을 하고자 합니다. ""어디서 쇠고기가 나왔습니까?"""	main-forum	0.4
네가 나에게 부정적인 것을 증명해보라고 부탁하는 것 같아?	지금 나한테 부정적인 걸 증명해 보라는 거야?	main-forum	4.6
나는 의학적 사용에 대해 괜찮다!	나는 의학적 사용에 대해 괜찮다!	main-forum	5
당신이 필요로 하는 모든 것에 대한 가격은 인플레이션 때문에 상승했다.	당신이 소유한 모든 IE 자산의 가격이 하락했다.	main-forum	2
중동에서의 전쟁	중동에서의 전쟁	main-forum	5
원래 비엔나가 게시한 것은 그것이 어떻게 권위주의적인가?	원래 자프가 게시한 것은 포기한다.	main-forum	0.6
'백색과 % 검정색'이 있는 곳을 상상해 보세요.	남성과 여성 비율이 높은 장소를 상상해 보라.	main-forum	1
공정한 재판을 받을 가능성은 없다.	공정한 재판을 받을 가능성은 없다.	main-forum	5
열반은 망각과 매우 다르다.	니르바나는 망각이 아니다.	main-forum	3.6
영국은 미국인과 다르게 생각한다.	원래 영국의 자프가 게시한 글은 미국인과 다르게 생각한다.	main-forum	4
"만약 당신이 ""예""라고 대답하고 ""아니오""라고 대답한다면, 아마도 당신은 정직할 것이다."	만약 당신이 거절에 대답하지만 그렇다고 대답한다면 당신은 아마 이성애자일 것이다.	main-forum	3.1
지구 전체가 합쳐져 수십억의 사람들을 위한 충분한 식량을 생산한다.	누가 지금 그것을 10억 달러에만 생산하고 있는가?	main-forum	2.2
그는 그 당시에 적절한 연기를 했다.	그 당시에 적절한 연기를 했나?	main-forum	3.2
이봐, 블루아이스, 런던은 어때?	스무쉬가 달렸다. 어이, 블루아이스, 런던은 어때?	main-forum	4.4
하지만 뉴스 방송에서 나는 그들이 그를 백인이라고 부르는 것을 보았다.	"그러나 그들이 그를 백인이라고 부르지 않는다면 ""영향""이 덜 될 것 같습니다."	main-forum	2.2
여자 친구와 짐머맨에 따르면, 그는 그렇게 했다.	짐머만에 따르면 그는 그랬다.	main-forum	2.4
부모님께서는 당신에게 나쁘다고 말씀하셨어요.	선생님들이 당신에게 나쁘다고 말씀하셨어요.	main-forum	2.8
.나지는 nswp의 속어이다.	원래 Odins Eye .Nazi가 게시한 것은 NSWP의 속어입니다.	main-forum	4.6
나는 사형제도에 반대한다.	이것이 내가 사형제도를 지지하는 이유이다.	main-forum	1
뭐, 어쨌든, 지금 당신은......”.	뭐, 어쨌든, 넌 지금 그걸 알고 있어.	main-forum	2.2
그들은 내가 먹을 수 있는 것을 전혀 생산하지 않는다.	"먹을 수 없는 모든 것을 생각하거나, 착용하거나, ""에서 살 수 있습니다."	main-forum	2.2
딕샷 매트 홀리데이 소유	매트 홀리데이는 , 이 모두를 소유하고 있다.	main-forum	3.8
사람들은 법을 이용했다.	사람들은 법을 어겼다.	main-forum	2.8
우습게도, 나는 수학에 대해서도 같은 생각을 했다.	그리고 여기서 나는 내가 수학을 좀 알고 있다고 생각했다.	main-forum	2.2
"나는 수년 동안 ""너너 네너""를 가지고 있다.나는 상추를 사용한다."	"나는 수년간의 ""네너 네너""의 권리를 가지고 있다."	main-forum	2.6
"난 모든 것을 ""유대인을 싫어한다""로 접두사나 접미사는 안해"	유대인을 싫어하는 모든 것을 미리 고치거나 부풀리는 것을 멈춰야 한다.	main-forum	3
나는 나무로 만든 것이 그녀에게 나무가 우거진 것이냐고 물었다.	나는 적어도 삼인조가 문제거리가 아닌지 물었다.	main-forum	4.8
그것은 여전히 말이 안된다.	말이 안 되는 사람은 바로 너야.	main-forum	1.4
더 비싼 집들.	더 비싼 차들	main-forum	1.2
"마틴은 ""왜 날 따라오고 있는 거야?"""	"짐머만은 ""여기서 뭐 하는 거야?"""	main-forum	0.8
TAFB와 Sab의 위성 강도 추정치는 t에 불과하지만 /	타프브와 사브의 주관적인 dvorak 강도 추정치는 KT로 증가하였다.	main-forum	2
"""요정은 존재하지 않는다"" - 좋아."	"""새티어는 존재하지 않는다"" - 좋아."	main-forum	1.2
내가 뭘 알고 싶은지 알고 싶어?	그게 내가 호기심을 느끼는 것이다.	main-forum	2.8
내가 언제 호모 섹스우아티와 발달 장애를 비교했니?	나는 호모 공포증과 발달 장애를 비교했다.	main-forum	2.6
만약 당신이 보수주의자들에게 물으면, 그 숫자들은 오른쪽으로 치우쳐질 것이다.	만약 당신이 진보주의자라고 한다면, 숫자는 왼쪽으로 치우쳐질 것이다.	main-forum	2.6
그 게시물 이전에는 PFA에 대해 언급하지 않았다.	나는 또한 접근 금지 명령을 언급하지 않았다.	main-forum	0.8
람블린'은 냇 킹 콜에 의해 성장했다.우리는 모두 많은 불가사의로 가득 찬 배들이다.	호랑이의 눈은 우리 모두는 많은 불가사의로 가득 찬 배들이다.	main-forum	2.4
전년도 부터.	전년도의 온난화.c.	main-forum	3
여전히 이 쇼를 좋아한다.	거룩한 똥, 이 쇼.	main-forum	1
그들의 광대한 재산은 정부로부터 보호받고 있다.	그들의 큰 재산은 정부로부터 보호받고 있다.	main-forum	3.2
기본적 차이 ?	근본적인 차이?	main-forum	4.6
WW의 어리석음 때문에 독일이 정확히 처벌받고 있는 것일까?	정확히 그들이 어떻게 처벌받고 있는거지?	main-forum	1.4
Z는 그를 스토킹하고, 그를 쐈다.	짐머맨이 그를 스토킹하고 쏘았다고 주장하셨죠.	main-forum	3
나는 분노하지 않아, 실망했어.	신이여, 나는 분노하지 않았다, 나는 실망했다.	main-forum	5
애초에 우리는 거기서 빠져나오지 못했어!	애초에 그 돈은 어디서 났을까?	main-forum	0.8
언론의 자유는 결과를 낳는다!	만약 언론의 자유가 결과를 가져온다면, 그것은 자유롭지 않다.	main-forum	2.11111111111111
네 명을 구하기 위해 한 명을 죽일 수 있다면, 그럴 수 있겠니?	내가 사람을 구하기 위해 죽일것에 관해서는, 나는 전혀 모른다.	main-forum	2
그것은 도덕적으로 강요하지 않는다.	그것은 법을 제정하고 있다.	main-forum	1.1
그것은 당신이 극단을 어떻게 정의하느냐에 달려 있다.	"""극단적인""을 정의하는 방법에 따라 달라진다."	main-forum	5
적어도 멕시코는 캘리포니아에 존재했다.	멕시코는 캘리포니아에 대한 소유권이 없다.	main-forum	1.2
그래서 네, 우리는 기독교에 대해 배우기 위해 성경을 읽었습니다.	개인적으로 나는 기독교에 대해 배우기 위해 성경을 읽을 것이다.	main-forum	3
아하하하하하하하하하하하하하하하하!	하, 하, 하, 하, 하, 하!	main-forum	4.5
그래서 나한테 소리지르고 내 질문에 대답을 거부하는 거야?	아직도 내 질문에 대답을 거부하는가?	main-forum	3.4
당신은 너무 많은 규제를 가지고 있고, 너무 적지 않다.	당신은 자유시장에 많은 개입을 해야 한다.너무 적지 않다.	main-forum	3.8
연말에 랜스 버크먼과 계약할 수 있는 인간적인 요소인 것 같은데?	연말에 랜스 버크먼과 계약할 수 있을 것 같은데?	main-forum	4
왜 토마스의 책은 캐논에서 제외되었는가?	왜 더 많은 예수의 말을 캐논에서 제외시키는가?	main-forum	2.6
당신은 주류 언론의 말을 믿는다는 뜻인가요?	스프링홀 변환의 말을 믿으시는 건가요?	main-forum	1.8
우리는 탐험을 할 운명이다.	우리는 이사를 해야 한다.	main-forum	2.4
이스라엘은 ****를주지 않고 받아들입니다.	이스라엘은 다른 사람들이 생각하는 것을 '지바'가 아니다.	main-forum	3.4
우리는 모두 많은 불가사의로 가득 찬 그릇이다.	나는 키스로 록큰롤을 하고 싶다.우리는 모두 많은 불가사의로 가득 찬 그릇이다.	main-forum	3.4
오이오에서 온 친구 하나가 이걸 보냈어.	오하이오에서 온 한 소중한 친구가 이걸 보냈어요.	main-forum	3.6
그리고, 그 타이타닉한 이야기는 그 증거의 정밀도를 유지하는 이야기이다.	새로운 연구는 타이타닉 스토리가 아이모를 면밀히 조사하는 데 적합하지 않다는 것을 보여준다.	main-forum	1.6
그는 구글 광고에서 정말 돈을 얻을 수 있을까?	구글 광고에서 돈을 버는 사람이 누구죠?	main-forum	3.2
그들은 그 비디오가 가스실을 보여주지 않는다는 것을 알고 있다.	결론은 비디오 클립이 가스실을 보여주지 않는다는 것이다.	main-forum	4.6
따뜻하고, 아마도 기록할 수 있을 것이다.	더 따뜻하고, 거의 확실히 기록이다.	main-forum	4.4
"""밝지만 산만한""은 ""약으로 치료""가 된다."	"""의견이 있고 고집이 세다""는 약물로 치료된다."	main-forum	2.2
"""삶""에 대한 당신의 정의는 무엇인가요?"	자연에 대한 당신의 정의는 무엇인가요?	main-forum	1.2
많은 것들이 될 수 있다.	단순한 실수일 수도 있다.	main-forum	2.2
강탈도, 뇌물도, 돈도 없이 그는 투표를 위해 돈을 요구하고 있다.	강탈도, 뇌물도, E급 중죄만 포함된 돈도 없었다.	main-forum	3.8
네안더 박사의 개정판 .	"네안더의 개정판 ""?"	main-forum	4
내가 어떻게 느끼는지 그녀에게 말해야 할까?	그냥 밖에서 기다리면서 어떻게 되는지 봐야 할까요?	main-forum	2.2
대서양의 요구 사항	태평양의 요구 사항	main-forum	0.8
당신은 5각형에 미사일의 잔해가 없다.	당신은 5각형에서 미사일에 대한 증인이 없다.	main-forum	2.6
"""Jane""은 도움이 되는 파티 손님에게 돈을 지불하라고 요청하기를 원합니다."	나는 그녀가 당신에게 도움을 주는 파티 손님에게 돈을 달라고 부탁한다는 것을 믿을 수가 없어요!	main-forum	2.2
피임약을 원하는 여자는 누구나 얻을 수 있다.	원하는 여자와 낙태를 하는 여자는 누구나 하나 가질 수 있다.	main-forum	1.6
성장하는 것이 합법적입니까?	그래, 성장하는 것은 합법적이다.	main-forum	2.6
"하나를 누르는 것은 ""영어를 하지 않는다""."	하나를 누르면 음색이 흐른다.	main-forum	1.8
시리즈에 대한 내 의견은 어떤가?	중간에 반딧불이에 대한 나의 의견은 무엇이었는가?	main-forum	2.8
우리는 모두 많은 불가사의로 가득 찬 그릇이다.	척 클로즈 우리는 모두 많은 불가사의로 가득 찬 그릇이다.	main-forum	3.6
그에게는 지지자가 있는가?	그는 분명히 지지자들을 가지고 있다.	main-forum	2
하지만, 궁극적인 주권은?	따라서 궁극적인 주권	main-forum	2.2
그것은 답이 아니다.	아니, 그건 답이 아니야.	main-forum	4.8
나치는 권총 허가의 수명을 수년으로 늘린다.	나치는 총기를 구입하기 위해 최소 연령을 에서 까지 낮췄다.	main-forum	2.2
하지만 우리는 도움 없이는 그것을 할 수 없다.	당신 없이는 할 수 없어요.”	main-forum	3.6
건강한 사람은 도박을 할 필요가 없다.	건강한 사람은 섹스를 필요로 하지 않는다.	main-forum	1.4
나는 법적으로 그것은 사람이 아니었다고 말했다.	만약 사람이 아니라면, WTF가 되겠죠?	main-forum	2
오바마가 규제 개혁을 요구하는 것을 보셨나요?	오바마가 컷, 캡, 밸런스를 요구하는 것을 보셨나요?	main-forum	1.8
"""레프리콘은 존재하지 않는다"" - 좋아."	"""엘프들은 존재하지 않는다"" - 좋아."	main-forum	3
하이네와 쿠어스 라이트를 좀 샀어 어젯밤에 내가 시작했어.	나는 어젯밤에 그것을 시작했다.	main-forum	2
이란은 또한 NPT와 IAEA의 서명을 받았습니다.	"""이란은 또한 NPT와 IAEA의 서명인 EC 팩토이드를 사랑해야 합니다."	main-forum	4.2
"""고르곤은 존재하지 않는다"" - 좋아."	"""새티어는 존재하지 않는다"" - 좋아."	main-forum	2
돈을 빼내는 가장 좋은 방법은 로비를 없애는 것이다.	그것을 머리로 돌리는 가장 좋은 방법은 돈을 빼내는 것이다.	main-forum	3
"나는 수년간 ""너너 네너""의 권리를 가지고 있다.대개 나는 꽤 괜찮은 보살핌을 받는다."	"나는 수년간의 ""너너 네너""의 권리를 가지고 있다.그들은 균열이다."	main-forum	3.4
더치씨, 더치씨에게서 들은 사람 있나요?	@ nickfun, dutchy에서 들은 사람?	main-forum	3.6
상품 확장 가치 형식, .	기본 상품-자본 가치 형태.	main-forum	3.6
당신은 기독교인이다.	그러므로 너는 기독교인이 아니다.	main-forum	1.4
그리고 오늘 간단한 사실?	반복한다: 그리고 오늘 간단한 사실?	main-forum	4
도덕은 그것과 전혀 관련이 없다!	그리고 도덕과 정직은 그것과 모든 관련이 있다.	main-forum	2
“오, 당신은 정말 좋은 사람이에요!	"넌 나쁜 사람이야!"""	main-forum	1.8
펀 나는 이런 이야기들이 바보 같다고 생각한다.	- 늑대, 이런 이야기는 바보 같다고 생각해.	main-forum	3.6
사이클론 형성은 다음 시간 동안 예상되지 않는다.	열대성 사이클론 형성은 예상되지 않는다.	main-forum	3.4
그 단어들이 무슨 뜻인지 이해 못 하시겠어요?	''라는 단어가 무슨 뜻인지 모르십니까?	main-forum	1.2
종교의 자유는 없다.	언론의 자유는 없다.	main-forum	1.2
원래 솔리빅투스가 모든 경전의 메사헤를 게시한 것은 하나됨이다.	원래 솔리빅투스 아가 게시한.	main-forum	2.4
그 아이는 폐교된 지 얼마나 지났을까?	그 망각이 끝나고 얼마나 더 지나야 그 아이가 더 이상 신경쓰이지 않을까?	main-forum	3
남자와 여자는 다르다.	남녀는 다르다고?	main-forum	3.4
이중위험은 실제로 배심원 무효화를 시행한다.	합법성에 관한 한 나는 배심원 무효화를 사용할 수 있다.	main-forum	2.2
촉진자: 똑똑한 아이를 보여줘.	촉진자: 그리고 왜 그녀는 멍청한 아이일까요?	main-forum	1
종교 소설은 중복적이고 반복적이지 않나요?	중복적이고 반복적이지 않습니까?	main-forum	3.2
원래는 애너벨이 올린 글인데 뭐가 문제죠?	비엔나가 '뭐라고 말하라고?' 라고 쓴 거	main-forum	0
