sen1	sen2	src	score
분자 구름에서 스스로 발달하는 별은 별 형성 영역에 형성된다.	우리와 같은 태양계가 은하계 밖에서 존재할 수도 있을 것입니다.	main-forum	0.60
블랙홀(간략히 )은 질량이 3개 이상의 태양 질량을 가진 죽은 별에 지나지 않는다.	"나는 네가 ""현지 그린위치의 항성 시가 언제야?""라고 물으려 한 것 같다."	main-forum	0.00
네, 하지만 그것은 같은 별자리에 머무르지 않습니다.	별자리는 밤하늘을 이해하기 위한 인간의 구조물이다.	main-forum	1.40
작은 행성들이라 불리는 소행성들은 - 작은 내부 태양계 작은 암석들이라고 불리는 것이다.	여러분이 언급하고 있는 물체는 사실 소행성과 혜성의 두 가지 다른 물체입니다.	main-forum	2.00
몇 년 전에 PHP와 자바스크립트(Github Link)를 사용하여 쓴 어휘 결정 과제가 여기 있다.	참고로, 나는 간단한 웹 기반 어휘 결정 작업 소프트웨어를 직접 작성하게 되었다.	main-forum	2.60
사회불안장애를 가진 사람이 외향적인 사람이라고 상상하는 것은 꽤 어렵다.	표면적으로는, 그것은 사회불안 장애와 외향성이 같은 사람에 존재해서는 안 된다고 보인다.	main-forum	4.20
감정이 둘 다 포함할 수 있기 때문에, 감정은 생각이나 감각으로부터 완전히 묘사하기가 어렵다.	기술적으로 말하면, 감정은 뇌에서 처리되는 방식이 생각과 다르지 않습니다. 둘 다 신경 전달 물질을 포함합니다.	main-forum	2.80
나는 본래 질문과 관련된 추가 개념을 발견했다 : 원형 이론.	현재 인간 개념 학습의 모델에 따르면, 여러분의 질문에 대한 답은 둘 다입니다.	main-forum	0.00
특별한 기억 능력을 가진 사람들이 있는데, 때로는 직관적 기억이라고도 불린다.	왜 이것이 사실이 아닌지에 대한 많은 주장들이 있다.	main-forum	0.00
스파이크 트리거는 특정 유형이거나 역상관 관계의 부분 집합, 공분산 및 확률의 하위 집합이라고 말할 수 있습니다.	스파이크 트리거 평균화의 소박한 버전과 정교한 버전이 있습니다.	main-forum	2.00
다른 주석에서 언급한 바와 같이, 분산 분석은 예측 변수의 유형을 혼합할 때 문제가 됩니다.	나는 멀티태스킹을 빠른 태스크 전환이라고 생각하고 싶다.	main-forum	0.00
q : 사람들이 극단적 (또는 그렇지 않은) 상황에서 자신의 동료들을 암묵적으로 신뢰하는 이유는 무엇인가?	다른 (s) 인식에 의존하는 한 인간 존재는 인간 사이의 신뢰 수준에 의해 정의된다.	main-forum	2.60
내재적 보상은 활동을 완료함으로써 얻는 감정적 보상이다.	프레드릭 헤르츠버그의 동기부여 2요인 이론에 따르면, 내재적 보상은 동기부여이다.(예:)	main-forum	2.60
아마도 작업 구역 간판에 대한 반응으로 운전자가 속도를 늦추는 결정은 많은 요인의 영향을 받습니다.	"이 짧은 강연은 ""약간 속임수""의 문제를 다루고 있다: 댄 애리얼리: 우리의 거슬리는 도덕규범."	main-forum	0.00
성인 iQ를 공부할 때, 일반 성인 규범은 종종 사용된다.	기본적으로, 당신이 하는 것은 각 연령대 IQ를 표준화 표본과 비교하는 것이다.	main-forum	2.60
일부 고대의 역사적 선례는 $ 10 $를 선호하지만 $ 6 $또한 선호하기 때문에 위키피디아의 완벽한 숫자에 대한 혼합된 지원입니다.	이것은 정말 가능하지만, 나는 그것이 타당성 이외의 이유로 실험적으로 행해진 것을 보지 못했다.	main-forum	0.00
이것들은 흥미로운 연구들이지만, 결론은 : 예, 환경은 인지 능력에 영향을 미칩니다.	나는 당신이 인지능력이라 하는 것의 의미하는 것이 무엇인지는 잘 모르겠지만, 나는 언어가 우리가 생각하는 방식을 형성한다고 절대적으로 믿는다.	main-forum	1.60
이것은 행동 연구자들에게는 비교적 새로운 문제이기 때문에, 나는 공통된 합의가 있다는 것은 모른다.	세 가지 하위 질문 중 첫 번째 질문만 말씀드리겠습니다. 다른 질문들은 척 셰링턴이 답변했습니다.	main-forum	0.00
비인간 동물도 지능을 가지고 있다면, 왜 그들의 지능은 인간만큼 발전하지 않은 것일까요?	당신의 이론은 진화론에 대한 라마르크적 해석에서 따온 것 같기 때문에 나쁘다.	main-forum	0.60
토끼 정신병 검사 목록은 종종 임상 환경에서 정신병을 평가하는데 사용된다.	9살짜리를 사이코패스라고 부를 수 있겠나? 라는 제목의 기사에서	main-forum	1.80
나는 스테이크를 냉동지에 개별적으로 싸서 지퍼락 냉동 가방에 넣는다.	플라스틱으로 잘 감싼 다음(개별 ) 냉동 가방에 넣으세요.	main-forum	3.80
기름 외에도 요리를 시작하기 전에 그릴이 멋지고 뜨겁게 익도록 하세요.	나는 종이 타월을 사용해서 그릴에 기름을 발라 왔고, 나는 방금 신문이 훨씬 더 잘 작동한다는 것을 발견했다.	main-forum	1.60
내가 발견한 가장 좋은 방법은 구워지기 전에 몇 시간 동안 겉껍질에 귀를 담그는 것이다.	물그릇에 있는 겉껍질에 귀를 푹 담가라.	main-forum	3.20
사실 밀가루의 종류에 따라 몇 가지 차이가 있다.	차이는 5 %에서 15 %까지의 범위로 차이가 있는 밀가루에 함유된 단백질의 양입니다.	main-forum	2.60
난 계란의 수에 따라 시간의 길이를 조정한 적이 없다.	나는 타이밍을 느낄 만큼 달걀을 끓이지 않는다.	main-forum	3.00
나는 그냥 치즈를 강판에서 떨어져 가장자리에 더 가까이 붙인다.	"질문의 표현으로, 나는 당신이 피라미드형 강판 또는 ""시트"" 강판 중 하나를 사용하고 있다고 확신합니다."	main-forum	1.40
나는 팬케이크를 냉동실에 2개월 이상 보관해 두었고 냉동상을 입지 않았다.	그것은 포장의 종류와 냉동고에 달려있다.	main-forum	1.60
벌브를 정향으로 부수고, 바닥과 중간에 올라가는 마른 막대기를 부숴라.	정향에 수평으로 칼을 놓고 그것을 치세요.	main-forum	1.60
나는 이 레시피를 간신히 찾았고, 나는 이것이 내가 아이디어를 얻은 곳이라고 생각한다.	나는 BBQ 소스를 몇 개만 만들었지만, 그들은 항상 아주 잘 나왔다.	main-forum	1.00
나는 일단 익힌 후에 다진 것(통조림)과 신선한 마늘의 차이를 맛볼 수 없다고 믿는다.	내 경험상 신선한 마늘은 질감을 원하거나 맛을 우려내는 것을 천천히 하려고 할 때 아주 좋다.	main-forum	1.80
나는 피부가 함께 붙은 연어를 구운다.	연어는 훌륭한 선택이며, 어디서나 쉽게 구할 수 있다.	main-forum	1.80
내가 일하는 조리법은 당신이 고기를 냉동고에 넣고, 팬으로 갈아서 볶는다.	완전히 차가운 고기 한 조각부터 시작해서, 나는 빠르게 바깥 표면 전체에 끓는 물을 부어 줍니다.	main-forum	1.40
그들은 전혀 똑같은 맛을 내지 않으며, 더 중요한 것은, 그들은 같은 냄새를 내지 않는다.	흑후추와 백후추는 후추 식물의 열매에 대한 다른 준비물입니다.	main-forum	2.60
이것은 당신이 구입한 토마토 품종의 유통기한에 달려있다.	토마토는 냉장고에 보관하면 더 오래 지속될 것이지만, 실제로는 그곳에 보관하지 않는 것을 추천합니다.	main-forum	2.00
응고된 계란 단백질은 글루텐과 결합하여 구운 제품에 필요한 지지 구조를 부여합니다.	기본적으로 두 종류의 케이크가 있다: 버터와 스폰지(또는 제노이즈).	main-forum	1.00
일반적인 것은 해덕이고 거의 일 년 내내 제철이다.	흰 물고기는 일반적으로 어두운 살이 있는 물고기보다 더 섬세하게 맛을 냅니다.	main-forum	1.40
좋은 체다에는 젖산칼슘 덩어리가 안에 거의 없다. 그게 맞을 수 있을까?	나는 두 가지 의심이 있다: 하나는, 너는 너의 룩, 밀가루와 버터 혼합물을 잘 익히지 않고, 밀가루를 완전히 포함시키지 않고 있다.	main-forum	0.60
구리는 금속성 특성(열이 빠르게 가해지고 열을 고르게 분산시키는 등) 때문에 특정 작업에 유용할 수 있다.	아마도 주관적일 것입니다. 하지만 ... 좋은 입혀진 스테인리스 스틸은 구리보다 달러 당 훨씬 더 나은 요리 성능을 제공합니다.	main-forum	1.40
"그녀는 분명히 정당한 변명을 가지고 있다. 하지만 그녀는 더 책임감 있게 ""전에"" 너에게 말해 줬을 수도 있다."	첫 번째는 둘 다 더 책임감이 있고 그 문장에서 당신에게 말했다고 포괄한다.	main-forum	0.40
어떤 경우에는 톰이 그녀를 사랑하지 않는다는 암시가 될 수도 있다.	그런 문장에서 톰에 대한 함축은 전혀 없다.	main-forum	1.80
나는 이 문구를 영어로 들은 적이 없다는 점에서 다른 사람들(그리고 당신)과 동의한다.	나는 당신이 언급한 문구를 듣거나 본 적이 없다.	main-forum	4.00
그 주장은 거짓이다, 적어도 네가 여기서 그것을 다시 언급했기 때문이다.	"네가 사용하는 문맥 안에서 ""나는 주로""는 괜찮다."	main-forum	0.60
나는 당신이 당신의 학생들의 모국어(들)의 구성을 살펴보라고 제안할 것이다.	바이크보이389가 말했듯이, 여러분은 학생들의 모국어를 보면서 많은 것을 배울 수 있습니다.	main-forum	2.80
나 또한 상태에 대한 언급을 셀 수 없는 것으로 보지만, 그것은 나에게 별로 말이 되지 않는다.	"""상태""가 셀 수 있는 경우가 몇 가지 있다."	main-forum	2.60
내가 당신을 올바르게 이해하고 있는 거라면, 당신은 포함과 배제의 상위어를 찾고 있는 것이다.	포함은 포함 행위이고 배제는 배제 행위이다.	main-forum	2.60
첫째, 두 가지 다른 종류의 대시가 있다는 것을 알아야 합니다 : en 대시와 em 대시.	세미콜론은 혼자 있을 수 있는 문장에 참여하는데 사용되지만, 그들의 관계를 강조하기 위해 결합됩니다.	main-forum	0.60
"이 대답의 간결함을 용서하십시오. 하지만 ""이름""은 예제의 맥락에서 선호됩니다."	정식으로 방법에 이름을 지정하고 있기 때문에 당신의 예제에서는 이름을 지정하는 것이 좋습니다.	main-forum	4.40
"표준 영어에서, 나는 ""don 't get""은 ""ain't""와 같은 기록을 가지고 있다고 생각한다."	나는 I don't got... 이라는 표현이 일반적인 구어체 미국 영어에서 드물다고 말하고 싶다.	main-forum	2.20
"""more posh"" 라는 단어는 보통 라틴어(때로는 그리스어)이다."	신토가 지적했듯이, 저속한 단어들은 모든 언어에 존재한다.	main-forum	1.00
나는 미국인이고, 나는 화장실을 성 요한이라고 부르는 것을 들어본 적이 없다.	이런 상황에서는, 나는 그 문구를 길게 하는 경향이 있다.	main-forum	0.00
배변에 사용되는 방은 거의 항상 완곡어법으로 언급된다.	나는 영국인이고, 아마도 대부분의 경우에 'toilet'을 사용하고 항상 개인 가정이라는 맥락에서 사용할 것입니다.	main-forum	1.60
"나는 오직 ""insofar as"" 혹은 ""insofar that""으로 사용되는 문맥만을 생각할 수 있다."	"그 ""insofar""양식은 미국 영어이다; 영국과 다른 영어의 표준 양식은 'in so far '이다."	main-forum	1.80
"다른 사람들이 말했듯이, ""6명 중 10명""은 많은 영어권 지역에서 사용되지는 않았지만 5 : 50으로 이해될 것입니다."	"""6명 중 10명은 아마도 5 : 50을 의미하지만 나는 전에 그것을 듣지 못했습니다."	main-forum	3.80
"확실히 많은 사용 가이드는 다양한 ""논리적"" 근거에서 이 ""단수""의 사용을 금지했습니다."	"두 번째 (글쓰기 목적으로) , 만약 내가 ""그들/그들의 (단수)"" 기사를 믿는다면."	main-forum	3.00
"이것은 지나치게 명백할 수도 있지만, 미국 영어에서는 ""환영합니다""라고 말하는 것이 확실히 예의 바르고 표준적입니다."	"""감사합니다""에 대한 응답으로 ""전혀""가 어떻게 들리지 않는지 확신할 수 없습니다."	main-forum	1.40
"과거에는 ""케이블""이 해외로 보내진 통신을 설명하는 데 사용되었습니다."	"""케이블""이라는 단어는 전신 시대에 유래되었다."	main-forum	3.00
이러한 표현들은 특히 금융에 대해 이야기할 때 약간 다른 의미를 가질 수 있다.	나는 인터넷을 네트워크 다이어그램에 구름 모양으로 그리는 습관에서 유래된 문구라고 생각한다.	main-forum	0.40
미국에서는 감옥이 시와 군(또는 동등한 것)에 의해 운영된다.	감옥은 시립 수준이며, 감옥은 주 / 연방 / 주 / 영토 수준에 있습니다.	main-forum	3.60
네, 사선 대신 실제 단어를 쓰면 문장이 더 분명해질 것입니다.	"대부분의 스타일 가이드는 ""x 및 / 또는 y""와 같은 구문에서 사선을 사용하지 말 것을 권장하며 ""이것은 어렵고 / 불가능한 일""입니다."	main-forum	3.40
만약 당신이 자신과 적을 이해한다면, 당신은 어떤 전투에서도 이길 가능성이 훨씬 더 높을 것이다.	이론적 전투에서 승리할 확률을 제외하고 이 인용문 뒤에 있는 또 다른 의미는 다른 사람들을 알고/이해하는 것의 중요성이다.	main-forum	2.80
여러분이 할 수 있는 많은 팔굽혀펴기 종류들이 있고 그것들은 모두 다른 근육 체계를 자극합니다.	밖에는 몇 가지 다른 팔굽혀펴기 종류들이 있으며, 대부분은 독특한 이점을 제공합니다.	main-forum	4.20
여러분은 확실히 정상적인 운전을 위해 자전거에 팔을 얹고 체중을 지탱하고 싶지는 않습니다.	아니, 팔에 체중을 지탱하지 마라. 손은 단순히 그 모든 체중을 지탱하기 위해 만들어진 것이 아니다.	main-forum	4.20
네, 달리기 전에 스트레칭을 해야 하지만, 앉고 닿는 종류의 스트레칭을 하는 것은 아닙니다.	신경근육 활성화와 동적 스트레칭은 달리기를 위한 동적 스트레칭 루틴에 관한 훌륭한 비디오입니다.	main-forum	1.80
나는 당신의 고통을 느낀다 - 나는 어떤 격렬한 운동으로도, 심지어 시원한 조건에서도 땀을 절대적으로 쏟는다.	땀 분비량은 땀 분비량이다, 너는 그것을 정말로 통제할 수 없다.	main-forum	1.00
내리막길을 달리는 것이 대퇴 근육을 강화하는 가장 좋은 방법이다.	또한 사람들은 내리막 마라톤이 더 쉽다고 생각할 것이다. 하지만 사실, 오르막 마라톤보다 더 어려운 경우도 많다.	main-forum	2.00
나는 근력의 형성을 위한 단백질 소비에 대해 이야기하는 훌륭한 기사를 최근에 우연히 발견했다(회복을 포함해).	고중량 저반복은 운동 기간이 짧게 유지되기 때문에 질량을 더하지 않습니다.	main-forum	1.00
정사각형을 지나서 돌면서, 런지와 종아리 올리기를 약간 타는 느낌이 들 때까지 각각을 합니다.	공기 스쿼트, 전방 및 측면 런지, 스프롤, 벽 의자, 그리고 많은 점프 로프.	main-forum	1.60
만약 당신이 일주일에 6일 동안 전신 운동을 한다면, 당신은 절대적으로 나머지 주가 필요하다.	휴식을 취할 수 있는 생리적, 신경학적 이유가 있다.	main-forum	2.60
나는 내가 도로에서 달릴 때와 러닝머신을 달릴 때의 놀라운 차이를 알아차렸다.	러닝머신은 진짜로 달리는 것의 충격에 대해 준비시켜 주지 않을 것이다.	main-forum	3.20
이동 간 하루 운동 목표량에 대한 구글 검색은 여러분이 사용할 수 있는 많은 결과를 가지고 있습니다.	@ sarge가 말했듯이, 이것은 의사가 제대로 진단하기 위한 것이다.	main-forum	0.40
당신이 여기서 좀 모호하게 굴었기 때문에, 나는 당신에게 막연한 대답만 줄 수 있습니다.	일반적으로 근육을 준비하게 하는 것은 무게가 적은 운동만 하는 것을 필요로 된다.	main-forum	0.00
무엇보다도, 사실, 당신은 3-4주마다 운동 루틴을 바꾸어야 한다.	당신은 그것들을 섞을 수 있지만, 내 경험상, 그것은 처음에는 매우 어려울 것이다.	main-forum	0.00
적절하게 실행된 웨이트 트레이닝은 유연성과 이동성을 감소시키지 않고 증가시킵니다.	나는 무게를 드는 동안 여전히 매우 유연한 남자들을 보아왔다.	main-forum	2.20
내년까지 씨앗을 저장하는 것이 여전히 가능하다고 생각한다.	나는 토마토 씨앗을 직접 저장하려고 시도하지 않았지만, 후추 씨앗을 저장하려고 노력했다(그리고 그들은 가까이 연관된다).	main-forum	1.50
당신이 직접 먹을 야채에 그레이워터를 사용하는 것은 권장되지 않습니다.	물에 비누를 첨가하면 물이 기름을 녹이게 할 수 있습니다.	main-forum	0.60
예, 커피 가루에 필터와 함께하여 퇴비 더미에 넣을 수 있습니다.	물론, 우리는 커피를 식물성 식품에 넣고, 그중 많은 곳에 종이 필터가 포함되어 있습니다.	main-forum	4.00
잔디를 죽이지 않고 바랭이를 특별히 죽이는 구형, 신형의 것은 없다.	나는 바랭이를 죽일 수 있는 좋은 제품을 가져왔고, 당신은 90도 이하로 사용할 수 있다.	main-forum	1.80
당신이 원하는 만큼 익으면 바로 골라라.	나는 델라웨어에 살고 있고 이미 할라페노와 칠리 페퍼를 수확했다.	main-forum	0.60
엉겅퀴는 대부분의 장소에서 유해한 잡초로 분류되며 통제되어야 합니다.	내 정원의 경계 바로 너머 민들레 밭이 있는 곳에 나는 같은 문제를 가지고 있다.	main-forum	1.60
과일이 무거워지고 심지어 가지를 부술 수도 있기 때문에 가지에 대한 지지는 좋습니다.	어떤 지원은 특히 큰 과일 품종인 경우, 문제 되지 않을 것이다.	main-forum	2.40
"일반적인 말을 바꿔 표현하자면 ""한 사람의 잡초는 다른 사람의 잔디입니다.""입니다."	먼저, 나는 버뮤다 풀과 전투를 한 경험이 없다고 말할 수 있다.	main-forum	1.00
자연적인 햇빛 없이 실내에서 거의 어떤 것이든 재배할 수 있다.	우리는 실내와 냄비에서 고추와 작은 토마토를 재배한 꽤 많은 사람들이 있습니다.	main-forum	2.00
아마 씨앗을 따는 경우일 것이다, 한번 씨앗으로 사라지면 실제로 새로운 성장을 촉진하지 않을 것이다.	씨앗 머리를 식물에 오래 둘 수 있을수록 좋다(imho ).	main-forum	1.60
그래서 알다시피, 나는 이것에 대해 개인적인 경험이 없다.	이미 좋은 답변을 받아들인 후, 나는 어떤 대체되지 않은 전통에 기여할 것이다.(예	main-forum	0.20
과거에는 텍사스 북부의 우리 갑판에 있는 우리 냄비에 있는 잡초처럼 자랐다.	다른 대답에 덧붙여, 바질은 하룻밤 사이에 축축해지는 것을 좋아하지 않는 것으로 유명하다.	main-forum	0.20
여기에 다양한 종류의 호르몬 뿌리를 뽑는 화합물에 대한 매우 완전한 설명이 있다.	그것은 뿌리 성장을 자극하기 위한 것, 특히 뿌리의 생성을 자극하기 위한 것이다.	main-forum	2.00
나는 모든 것이 옳기 때문에 한 가지 대답만을 정확하다고 표시하기가 어렵다는 것을 알았다.	"나는 천천히 번식하고 멋지게 보이는 느린 성장 잡초와 같기 때문에 ""원숭이 풀""을 추천합니다!"	main-forum	0.00
간단한 대답은 예, 상추에 꽃싹이 돋아나는 것은 성장의 확실한 신호입니다.	그것은 마치 그것이 성장을 시작한 것처럼 보인다.	main-forum	3.20
흙은 좋은 토양부터 질이 나쁜 토양까지 거의 모든 것을 의미할 수 있다.	코코피트를 사용하세요 - 그것은 친환경적인 정원 채소와 식물을 위한 코코넛 껍질에서 유래된 유기농 토양입니다.	main-forum	1.00
"""ick factor""를 극복할 수 있다면, 쉽게 적용된 유기 질소 비료의 원천을 손에 쥐고 있다는 것입니다."	비료의 NpK 숫자는 질소, P2o5 및 K2o의 중량에 따른 백분율을 나타냅니다.	main-forum	2.00
당신의 더미를 통기 시키는 요점은 유기물을 분해하는 미생물에 산소를 공급하는 것이다.	당신의 더미는 그것을 돌리지 않고 퇴비화될 것이지만, 만약 당신이 그것을 돌리면 더 빨리 진행된다.	main-forum	2.40
나는 이것에 대해 이야기하는 책을 샀다. 그래서 여기 내 질문에 대한 답이 있다.	음, 나는 위험을 감수하지 않을 것이다, 차가운 퇴비 체계에서는.	main-forum	0.00
알로에들은 대부분의 즙이 많은 식물들처럼 매우 강건하고 상당한 방치에 견딜 것이다.	내 사무실의 몇몇 남자들은 알로에 식물을 심었다.	main-forum	1.60
이것은 진정하지 않은 스코틀랜드인의 주장에 대한 초대장과 매우 비슷하다.	"나는 @ t.e.d와 동의한다; 질문은 ""진정하지 않은 스코틀랜드 인""바 베팅입니다."	main-forum	3.80
일부 마을에는 역사가 있었고 따라서 고대 로마 시대로 거슬러 올라가는 이름이 있었습니다.	많은 마을과 마을들은 마을의 주인인 지배 가족으로부터 그들의 이름을 따왔다.	main-forum	1.20
미국은 군사력 때문에 세계에서 가장 강력한 나라이다.	미국은 지역으로 세계에서 5대 국가 중 하나입니다.	main-forum	2.00
거의 모든 나라들이 거의 같은 이유로 1950년대와 1960년대에 빠르게 성장했습니다.	50년대의 미국 성장률은 예외적으로 높지 않았다.	main-forum	1.00
여왕은 여왕 섭정(주권자)이나 여왕의 배우자를 모두 지칭할 수 있지만, 왕은 항상 주권자였다.	"여왕의 배우자를 ""왕""이라고 부르지 않는 것은 아주 좋은 이유가 있다. 왜냐하면 그들은 왕이 아니기 때문이다."	main-forum	2.00
무역으로 인한 중동 전쟁은 그 지역을 다차원적으로 전혀 만들지 않았다.	그들은 문제의 지역을 따라 몇 차례 충돌한 후 1941년에 시작된 조약을 맺었다.	main-forum	0.60
"""내가 정말로 찾고 있는 것은 무슬림 인구의 추정이다 ...""@ tosk and @ t.e.d. 대략적인, 일반적인 인구 추정 f.e"	다음은 중세 역사의 모서리가 접힌 새로운 펭귄 지도책에서 가져온 것입니다.	main-forum	0.00
힌두교와 불교에는 평화의 메시지와 물질주의적이지 말라는 격려가 있다.	"이것은 미국인에 의한 아시아 및 기타 비 유럽 문화의 ""발견""과 관련이 있습니다."	main-forum	0.00
나는 그것들이 발굴 장소나 박물관을 위한 그리스 티켓이라고 추측한다.	그것은 정말로 박물관이나 들판으로 가는 그리스 티켓처럼 보인다.	main-forum	3.40
이것들은 에피다우루스(아직도 사용 중인 극장을 포함하는)와 미케네의 고고학 유적지 티켓이다.	나는 그것들이 발굴 장소나 박물관을 위한 그리스 티켓이라고 추측한다.	main-forum	2.60
재스퍼의 축축 시대 개념을 재발견한 것 같군요.	중국으로부터 그리스 문화에 대한 영향력은 없었다.	main-forum	0.40
네, 개인적인 경험으로 볼 때, 그들이 확실히 휘파람을 불었다는 것을 알 수 있습니다.	2차 세계대전에서 폭탄이 떨어지면서 휘파람 소리가 난 것은 사실이다.	main-forum	2.80
진이 완전히 무너졌을 때, 장유는 중국의 주권자 이었다.	한 왕조는 시황디 정권이 붕괴된 후 진왕조 이후에 나왔다.	main-forum	2.00
역사상 가장 가까운 선거 중 하나인 1960년 케네디 선거를 둘러싼 심각한 문제들이 실제로 있었다.	당신의 원래 질문에 따르면 : 위키피디아 섹션은 조셉 P 케네디가 존 F 케네디의 승리를 샀다고 주장하지 않는다.	main-forum	1.60
"""풀과는 지구상에서 가장 널리 분포되고 풍부한 식물 그룹 중 하나입니다."	위키 페이지에 언급된 바와 같이, 목초 씨앗은 가축의 목초지를 개선하기 위해 새로운 세계로 수입되었습니다.	main-forum	1.40
htt : / / en.wikipedia.org / wiki / 역사 _ delhi # 초기 _ 역사는 적어도 12 / 13세기 이래로 델리 (또는 딜리)라고 불렸다는 것을 보여줍니다.	"나는 정확히 확신하지는 않지만 델리를 ""하시나""라고 부르는 언론(인도)을 기억한다."	main-forum	1.20
"고대 로마에서, ""주인,""또는 ""주인,""특히 노예의 주인, 복수 도미니."	그리스어를 사용하는 노예(, doulos )는 그의 주인을 (번역 : 쿠리오스 ; 주님, 주인 ,선생님 ; 음성 형식 : )이라고 부를 것이라고 생각한다.	main-forum	2.20
인도의 대부분은 포러스에 의해 통제되지 않았지만, 파탈리 푸트라를 중심으로 한 난다 왕조에 의해 통제되었습니다.	나는 알렉산더가 그의 말인 부세펠루스가 포러스와의 전투에서 받은 상처로 죽은 후 마음을 잃었다고 믿는다.	main-forum	0.60
예, 이것은 사실이며 예입니다. 대부분의 경우 부정 관사는 이미 @ mgn이 말한 것처럼 숫자에서 실제로 개발되었습니다.	숫자로 개발된 부정 관사와 지시사로 개발된 정관사.	main-forum	2.60
문법성을 보존하는 것과 문장의 의미를 보존하는 것은 두 가지 다른 것이다.	사실, 당신이 의미를 보존하는 것에 관심이 없다면, 여러분은 상당히 많이 제거하고도 문법성을 유지할 수 있습니다.	main-forum	3.00
